name,code,summary,OI,OI_sec,OI_mar,EPS,EPS_sec,EPS_mar,PER,PER_sec,PER_mar,EV/EBITDA,EV/EBITDA_sec,EV/EBITDA_mar,ROE,ROE_sec,ROE_mar,DY,DY_sec,DY_mar,52B,52B_sec,52B_mar
현대백화점,A069960,"2002년 주식회사 현대그린푸드의 백화점사업부문이 분할되어 설립되었으며, 2002년 한국증권거래소에 주권이 재상장되었음. 2017년 8월에는 통합멤버십 제도인 H.Point를 출시하여 다양한 포인트제도 통합을 통해 범용성과 고객편의 향상에 기여하고 있음. 남양주시에 신규프리미엄아울렛 출점을 위한 부지를 확보하여 건물신축 공사를 진행중이며, 서울 영등포구 여의도동에 백화점 출점, 충청북도 청주시에 아울렛 출점을 계획하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 8.4% 감소, 영업이익은 81.7% 감소, 당기순이익은 73.3% 감소. 중국정부의 자국 면세시장 규모확대 정책 등으로 국내면세점 뿐 아니라 해외면세점과의 경쟁도 치열해질 것으로 예상됨. 코로나19 유행으로 면세점을 포함한 관광산업 전체가 주춤하고 있지만, 사태 종식 후에는 중국 정부의 방한 단체 관광 규제 완화  추가적인 관광객 유입 확대가 예상됨.","2,922","56,533","1,381,841","8,296","2,581.43","3,242.61",10.02,28.06,19.81,6.12,9.02,7.14,4.64,2.88,4.70,1.20,1.64,1.99,0.88,0.84,1.00
현대비앤지스틸,A004560,"동사는 1966년 삼양특수강주식회사로 설립되었으며, 1987년 유가증권시장 상장함. 연결대상 종속회사는 동사제외 1개사임. 스테인리스 냉연강판을 생산하는 제조업체로 스테인리스 강판의 매출액 비중이 전체 매출액의 약 95% 이상을 차지함. 수요증가가 예상되는 친환경 자동차부품 개발에 주력하기 위해  당진공장에서는 친환경 공법을 통해 사형 중자를 생산 판매 하여 시장흐름에 발맞추어 나감.2020년 6월 전년동기 대비 연결기준 매출액은 10.5% 감소, 영업이익은 44.5% 감소, 당기순이익은 52.4% 감소. 2020년 반기말 기준 당사의 스테인리스 매출 비중은 내수 약 83%, 수출 약 17%를 차지했으며, 내수의 경우 대리점 52%, 실수요와 로칼 비중이 48%를 차지함. 물동량이 줄고 발주물량이 감소하면서 조선 업계도 실적이 줄어들었고, 동사도 매출과 영업이익이 지난해 같은 기간보다 감소함.",365,"58,399","1,381,841","1,434","4,607.24","3,242.61",6.28,14.65,19.81,3.62,6.02,7.14,5.55,3.24,4.70,1.11,3.06,1.99,0.94,1.01,1.00
현대약품,A004310,"1965년 시노카 등의 의약품과 미에로화이바 등의 건강기능음료의 제조, 판매 등을 주 영업목적으로 설립되었으며, 1978년 유가증권시장 상장함.  의약품 및 음료 등의 제조, 판매를 주요 사업으로 하며 국민보건향상에 기여한다는 기업이념 아래 안전하고 우수한 의약품 및 음료 등을 공급함. '뿌리는 모기장' 뉴이카리액, '복합 무좀치료제' 풋원겔, '면역증강제' 에키나포스프로텍트정 등의 상품을 공급하는 한편 품목을 다양화하고 있음.2020년 5월 전년동기 대비 별도기준 매출액은 1% 감소, 영업이익은 267.6% 증가, 당기순이익은 68.4% 증가. 전년동기대비 매출액은 줄고 원가율은 상승했으나 판관비 절감 노력에 힘입어 영업이익이 증가함. 연구개발 부문은 지속적으로 R&D부문에 투자하고 있으며, HD-6277 혁신신약 과제는 유럽에서 임상1상을 완료하는 등 성과를 내고 있음. 영업부문에서는 고수익 자사 품목을 집중 육성함.",16,"12,671","1,381,841",36,"2,874.08","3,242.61",142.28,79.31,19.81,39.41,38.92,7.14,1.19,5.38,4.70,0.87,0.20,1.99,1.20,0.97,1.00
현대에너지솔루션,A322000,"2016년 12월 설립된 동사는 Total Energy Solution Provider로서 단결정 고효율 셀부터 모듈, 인버터 및 ESS 등의 시스템 설치까지 태양광 에너지 사업을 영위. 2018년 본격적으로 인버터 및 ESS 판매를 개시하며 기존 주력으로 하던 태양광 모듈 판매 뿐 아니라 시스템 부문 제품의 매출 비중을 크게 확대. 2020년 7월 태양광 스마트팩토리를 완공해 총 1.35GW 규모의 태양광 모듈 생산능력을 확보.2020년 6월 연결기준 매출액은 2,176.08억원, 영업이익은 52.51억원, 당기순이익은 42.86억원 기록. 글로벌 거래처 다변화를 통한 원가절감의 노력으로 2020년 상반기 해외 매출액은 2019년 한해 매출 수준인 889.3억원(연결)을 달성. 2020년 상반기 국내 매출액은 코로나19로 해외 자재 수급 일정 지연 및 중국산 저가 모듈의 공격적인 시장 진입으로 전년 동기대비 다소 낮은 1,057.6억원(연결) 기록.",221,"340,067","1,381,841","2,791","10,639.82","3,242.61",6.18,21.34,19.81,6.75,6.70,7.14,8.48,6.12,4.70, ,2.06,1.99,2.64,1.48,1.00
현대엘리베이터,A017800,"동사는 1984년 5월 23일 설립되었으며 1996년 7월 3일 한국거래소 유가증권시장에 상장됨. 동사의 주요 사업 내용은 물품취급장비제조업, 설치 및 보수서비스업, 부동산 임대업, 관광 숙박업, 금융업 등으로 구성되어 있음. 운반기계산업은 전반적인 경기변동과 설비투자 동향에 민감하며, 후방산업과의 연관 효과와 기술적 파급효과가 큰 산업적 특징을 가지고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 2.3% 감소, 영업이익은 12.1% 증가, 당기순이익은 117.2% 증가. 전방산업인 건설경기의 침체로 매출이 감소함. 하지만 매출원가와 판관비의 감소로 영업이익이 오히려 늘어남. 계속사업이익 증가에 따라 당기순이익은 큰 폭으로 증가. 동사는 2020년 5월 27일 본사 및 신공장 이전을 위해 충주 신공장 건설투자를 진행하고 있음.","1,362","33,922","1,381,841","1,189",681.26,"3,242.61",38.30,44.35,19.81,11.45,8.57,7.14,5.22,2.41,4.70,1.32,1.87,1.99,1.44,0.99,1.00
현대오토에버,A307950,"동사는  2000년 4월 10일에 설립되어 컴퓨터 네트워크 장비 도소매업과 전산시스템 설계, 관리 등의 사업을 영위하고 있음. 동사는 기업의 정보시스템을 구축(SI, System Integration)하고 업무시스템을 운영 및 유지보수하는 IT아웃소싱(ITO)사업을 영위하는 IT서비스 기업임.  디지털 신기술 기반 자체 솔루션,플랫폼을 지속 확보하고 고객에게 IT 서비스를 제공하는 사업모델로 전환하고자 함.2020년 6월 전년동기 대비 연결기준 매출액은 0.6% 증가, 영업이익은 9.8% 증가, 당기순이익은 6.1% 증가. 동사 매출은 전년 동기 대비 비슷한 수준을 유지했으며 매출원가 또한 비슷했지만 판관비와 인건비 절감 노력에 힘입어 영업이익은 전년 동기 대비 소폭 증가함.  영업이익 증가로 인해 수익성이 개선되면서 당기순이익 역시 소폭 늘어나며 안정적인 실적을 유지하고 있음.",802,"80,528","1,381,841","2,673","5,162.54","3,242.61",18.85,35.78,19.81,8.32,12.17,7.14,11.71,6.55,4.70,1.41,1.03,1.99,1.19,0.67,1.00
현대위아,A011210,"동사의 사업은 자동차부품과 기계 사업으로 구분되며, 자동차부품은 엔진, 구동부품, 친환경 부품으로 구성. 기계사업 부문은 공작기계 사업과 특수 사업으로 운용되고 있음. 부품 사업은 엔진, 4WD(PTU, ATC, e-LSD 등), 등속조인트 등을 주력 사업으로 영위 중. 최근 친환경차량 용 부품인 열관리시스템과 수소차 부품 공기압축기 등의 개발에 나섰음. 기계 부문에서는 스마트팩토리, 협동로봇 등으로 점유율 확대에 나서고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 23.5% 감소, 영업이익은 3.3% 증가, 당기순이익은 38.7% 증가. 주력사업인 자동차부품사업부문의 최근 부진으로 외형 감소세를 시현하고 있으나, 원가율 하락 및 비용 감소 영향으로 수익성은 증가한 모습. 공작기계업종의 업황 자체가 부진하여 기계사업부문이 부진을 거듭하고 있으나 , 자동차부품사업부문이 이를 상쇄하고 동사의 성장을 견인할 것으로 기대함.","1,019","86,091","1,381,841","2,030","2,563.84","3,242.61",24.73,17.61,19.81,6.10,10.04,7.14,1.80,3.36,4.70,1.39,1.81,1.99,1.24,0.85,1.00
현대일렉트릭,A267260,"동사는 2017년에 설립되었으며, 현대중공업 기업집단에 속한 계열회사로 기업집단에는 31개의 국내계열회사가 있음. 연결실체는 발전→송전→배전→소비에 이르는 전력공급 과정 전 단계에 필요한 다양한 전기전자기기 및 에너지 솔루션을 제작·공급하고 있음. 연결실체는 현대중공업 중전기기사업본부로 사업을 개시한 이래, 40여년 간 한국의 대표적인 종합전기전자기기 및 에너지 솔루션 제조 업체로서 지속적으로 성장해왔음.2020년 6월 전년동기 대비 연결기준 매출액은 12% 증가, 영업이익 흑자전환, 당기순손실은 82.2% 감소. 동사 매출은 전년 동기 대비 증가하였으나 원가율의 개선으로 영업이익이 대폭 흑자전환됨. 당기순손실 폭 역시 대폭 감소함.  해외종속기업인 yundai Heavy IndustriesCo. Bulgaria의 지분 전량을 매각하기로 결의하였으며 2020년 1월 13일 매각계약체결함.","-1,567","340,067","1,381,841","-10,981","10,639.82","3,242.61",N/A,21.34,19.81,N/A,6.70,7.14,-34.08,6.12,4.70, ,2.06,1.99,1.64,1.48,1.00
현대자동차,A005380,"동사는 1967년 12월에 설립되어 1974년 6월 28일에 유가증권시장에 상장됨. 동사는 자동차 및 자동차부품을 제조 및 판매하는 완성차 제조업체로, 현대자동차그룹에 속하였으며, 현대자동차그룹에는 동사를 포함한 국내 53개 계열회사가 있음. 소형 SUV인 코나, 대형 SUV인 팰리세이드, 제네시스 G80 및 GV80 등을 출시하여 SUV 및 고급차 라인업을 강화 하였으며, 수소전기차 넥소를 출시함.2020년 6월 전년동기 대비 연결기준 매출액은 7.4% 감소, 영업이익은 29.5% 감소, 당기순이익은 60.5% 감소. G80, GV80 등 신차 효과로 내수는 지난해 같은기간 대비 판매량이 소폭 증가하였으나, 코로나19 영향으로 해외시장의 경우 판매량이 크게 감소한 상황. 코로나19로 인한 불확실성이 지속되고 있으나, 우수한 품질과 상품성으로 바탕으로 브랜드 가치 상승하고 있는점은 긍정적.","36,055","86,091","1,381,841","10,761","2,563.84","3,242.61",11.20,17.61,19.81,12.58,10.04,7.14,4.32,3.36,4.70,3.32,1.81,1.99,0.77,0.85,1.00
현대제철,A004020,"지배회사와 연결종속회사는 당분기말 현재 철강영업부문(판재, 봉형강, 중기계 등) 및 기타영업부문(반제품, 부산물 등)을 영위하고 있음. 고로 부문에서는 현대자동차그룹 내 공동 연구개발을 진행하는 한편 2013년말 현대하이스코 냉연사업 부문을 분할합병하여 자동차용 강판에 특화된 전문 기업으로 변모함. 매출은 판재 58.26%, 봉형강 31.38%, 반제품, 부산물 외 6.11% 등으로 이루어져 있음.2020년 6월 전년동기 대비 연결기준 매출액은 17.5% 감소, 영업이익 적자전환, 당기순이익 적자전환. 전년동기대비 매출액이 큰 폭으로 감소하여 영업이익이 적자 전환하며 -157억원을 기록. 자동차산업은 코로나19 팬데믹 영향으로 글로벌 생산차질 및 판매 감소가 불가피한 상황이지만, 차츰 글로벌 자동차 생산이 재개되고, 지속적인 신차 출시를 추진하는 등 점진적 회복이 나타날 것으로 기대함.","3,313","58,399","1,381,841",128,"4,607.24","3,242.61",245.36,14.65,19.81,8.26,6.02,7.14,0.10,3.24,4.70,2.38,3.06,1.99,1.28,1.01,1.00
현대종합상사,A011760,"1976년 12월 설립된 동사는 자동차, 철강, 화학제품 및 플랜트 등의 제품을 수출하는 종합상사임.  2016년 3월 공정위의 승인으로 현대중공업 기업집단으로부터 계열분리됨. 산업플랜트, 차량소재, 철강, 기타(자원개발 등) 4개의 사업부문으로 구성되며, 각 사업부문은 수출입업, 삼국간 무역 및 해외자원개발 프로젝트를 영위함. 2015년 10월 브랜드/신사업부문을 인적분할하여 현대코퍼레이션홀딩스(舊 현대씨앤에프)를 설립함.차량소재 부문의 부진으로 상반기 연결기준 매출액은 전년동기 대비 33.4%, 영업이익은 24.8% 감소함. 지분법이익이 감소하였으나, 기타의영업외손익이 개선되어 순이익은 큰 폭으로 늘어남. 최근 투르크메니스탄 교통청과 체결한 현대차 대형버스 공급계약과 관련 어려운 시황에서 견조한 실적이 지속될 것으로 예상됨. 동사는 사업 포트폴리오 다각화를 위해 부동산펀드, 물류사업, 태양광사업 등을 강화할 계획임.",435,"56,533","1,381,841","1,236","2,581.43","3,242.61",14.48,28.06,19.81,14.57,9.02,7.14,5.07,2.88,4.70,3.35,1.64,1.99,1.51,0.84,1.00
현대중공업지주,A267250,"동사는 인적분할로 설립된 신설회사로 2017년 5월에 재상장하였으며, 지주회사임. 주요 종속회사 및 자회사로는 한국조선해양, 현대중공업, 현대오일뱅크, 현대건설기계 등이 있음. 1972년 조선사업을 시작하여 세계적인 종합중공업 회사로 성장함. 조선 사업을 통해 축적된 기술로 해양？플랜트, 엔진기계, 전기전자시스템, 그린에너지, 건설장비 사업에도 진출하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 27% 감소, 영업이익 적자전환, 당기순이익 적자전환. 국내외 로봇시장 변화에 대비하고 신성장 미래사업 준비를 위해, 라인업을 확대하여 경쟁력을 강화하고 신시장 진출을 지속 추진하기 위한 기술개발을 진행하고 있음. 클린용 로봇의 경우 LCD에서 OLED로의 투자 전환으로 LG디스플레이, CSOT 등 국내 및 중국 디스플레이 업체의 투자가 점차 증가할 것으로 예상됨.","6,666","127,272","1,381,841","10,636","2,568.61","3,242.61",31.78,39.30,19.81,11.22,9.52,7.14,2.20,2.71,4.70,5.47,1.32,1.99,0.82,1.00,1.00
현대차증권,A001500,"1955년 신흥증권으로 설립된 동사는 2008년 현대자동차그룹 계열사로 편입되었으며, 2018년에 상호를 현대차증권으로 변경하였음. 당반기말 현재 15개 국내지점, 5개 국내 영업점을 운영하고 있음. 동사의 강점으로는 현대차그룹 계열사 시너지를 바탕으로 한 IB, 리테일, 퇴직연금 사업이며, 또한 채권사업, PI투자에서 강점을 보이고 있음. 2019년 11월1일 상환전환우선주로 1천억원 규모의 제3자배정 유상증자 실시함.2020년 6월 전년동기 대비 연결기준 매출액 12% 증가, 영업이익 7.3% 증가, 당기순이익 5.7% 증가. 채권운용, 중개 등 채권사업 전 부문에서 우수한 성과를 보였고, 거래대금 증가로 위탁매매이익이 급증하여, 자산관리부문 반기 순이익이 전년반기대비 20.9% 증가한 383.1억원을 기록. 반면 기업금융부문에서는 반기 순익이 20.2%가 줄어든 148.6억원을 기록하며 전년 반기대비 부진한 성과를 보였음.",984,"37,538","1,381,841","2,324","1,339.38","3,242.61",4.32,6.50,19.81, , ,7.14,7.93,8.72,4.70,5.97,3.60,1.99,0.93,1.21,1.00
현대코퍼레이션홀딩스,A227840,"동사는 2015년 10월 설립되었으며, 브랜드사업 및 신사업을 주요 사업으로 영위. 브랜드부문은 브랜드 사용에 대한 로열티 수입 및 브랜드 OEM을 통한 생산/판매를 하고 있으며, 신사업부문은 우육, 돈육, 계육 등 축산물의 수입유통사업과 해외 망고, 비료 등의 해외유통업을 전개. 전세계 100개국 이상에서 라이선스 사업을 영위하고 있으며, 국내 및 해외에서 전자제품 및 공구제품 등에 현대 브랜드를 사용.2020년 6월 전년동기 대비 연결기준 매출액은 9.1% 감소, 영업이익은 21.7% 증가, 당기순이익은 60.5% 증가. 국내외에서 개최되는 IT 및 가전 박람회에 참가하고 있으며, 메이커 및 당사 해외 영업망을 통해 신규고객을 확보하고 우수고객사의 마케팅 활동을 지원. 2017년에는 신규 컨텐츠 사업을 위한 현대씨스퀘어주식회사를 국내에 설립하였으며, 2018년에는 유럽 권역의 투자거점으로 활용할 목적의 투자법인을 영국에 설립.",93,"56,533","1,381,841","1,129","2,581.43","3,242.61",10.58,28.06,19.81,10.72,9.02,7.14,5.93,2.88,4.70,4.18,1.64,1.99,0.95,0.84,1.00
현대퓨처넷,A126560,"1992년 관악지역의 종합유선방송사업자로 설립되었으며, 수익성 강화와 사세 확장을 위해 사업권역내 중계유선사업 및 종합유선방송사 인수합병을 시행함.  1999년에는 경영효율화를 위한 사업규모를 정비하여 MSO로서 체계를 갖추었으며, 2002년 8월에는 현대백화점 계열사로 편입됨. 방송법상 78개의 종합유선방송사업권역중 총 8개 사업권역에서 서비스를 제공함. 매출은 방송수익, 인터넷수익, 인터넷전화수익, 광고수익 등으로 구성됨.방송, 광고, 인터넷 부문의 실적이 모두 부진하여 2020년 상반기 연결기준 매출액은 전년동기 대비 소폭 감소함. 판촉비 등을 축소하였으나, 원가율 악화로 영업이익은 6.3% 감소함.  SKC가 보유한 천연화장품 원료 시장 1위 기업인  SK바이오랜드 지분 27.9%(경영권 포함)를 1,205억원에 인수함. 방송·통신 관련 사업부문을 물적분할해 설립하는 신설회사와 현대미디어의 지분매각과 관련 우선협상 대상자로 스카이라이프를 선정함.",408,"80,528","1,381,841",335,"5,162.54","3,242.61",10.18,35.78,19.81,4.43,12.17,7.14,5.19,6.55,4.70,1.76,1.03,1.99,0.39,0.67,1.00
현대해상,A001450,"1955년 3월에 설립된 국내 손해보험산업의 선두주자로서 해상, 화재, 자동차, 특종, 장기, 연금 및 퇴직보험 등 손해보험업을 주요사업으로 영위하고 있음. 2020년 상반기 시장점유율은 16.6%로, 국내 손해보험업계에서 꾸준히 시장지배력을 유지하고 있음. 지능화되고 있는 보험사기에 적극 대응하기 위하여, 보험사기 패턴을 인공지능(AI)이 자동으로 식별할 수 있도록 적용된 보험사기 예측시스템을 개발함.2020년 6월 전년동기 대비 연결기준 매출액은 7.4% 증가, 영업이익은 7.4% 증가, 당기순이익은 21.4% 증가. 장기손해보험 중심으로 성장하여 7조 1,149억원의 원수보험료를 거수하였고, 이는 전년 대비 8.0% 증가한 수준임. 일반보험을 제외한 장기, 자동차보험의 손해율 하락과 사업비율 하락으로 인해 보험 영업적자가축소됨에 따라, 전년동기대비 당기순이익 증가.","3,953","41,959","1,381,841","3,011","2,147.14","3,242.61",8.95,12.99,19.81, , ,7.14,6.23,3.96,4.70,3.27,3.25,1.99,0.86,0.76,1.00
현대홈쇼핑,A057050,"동사는 2001년 5월 29일에 방송채널 사용사업과 홈쇼핑 프로그램의 제작ㆍ공급 및 도ㆍ소매업 등을 목적으로 설립되었으며, 2010년 9월 13일 유가증권시장에 주식을 상장함. 동사는 현재 TV홈쇼핑, 인터넷쇼핑몰 사업을 주로 영위하고 있으며, 주요 종속회사는 렌탈케어사업과 플라스틱 창호 제조업을 주로 영위하고 있음. 차별화된 방송 컨텐츠의 제작 및 CRM기반의 효율적인 마케팅을 통해 질적 성장을 추구하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 1.5% 증가, 영업이익은 8.9% 감소, 당기순이익은 10.2% 감소. 코로나19에도 상반기 홈쇼핑 영업이익은 772억원으로 전년 동기 대비 증가함. L&C 부문의 경우 그룹 계열사와의 시너지 등을 통한 추가 성장 동력 확보도 계획 중임. L&C와 렌탈 부문은 각각 원가율 개선과 계정 수 증가로 2021년까지 손익 개선세가 계속될 것으로 예상됨.","1,297","56,533","1,381,841","7,162","2,581.43","3,242.61",11.24,28.06,19.81,4.67,9.02,7.14,5.03,2.88,4.70,2.48,1.64,1.99,0.49,0.84,1.00
형지엘리트,A093240,"동사는 학생복, 유니폼 제조업, 교육사업을 주요사업으로 영위하고있음. 3개사를 연결대상 종속회사로 보유함. 현재 국내 학생복 시장은 엘리트, 아이비클럽, 스마트, 스쿨룩스 등 4개 브랜드가 시장의 75%를 점유함. 고정된 수요인원을 대상으로 영업을 하는 제로섬 시장으로 경쟁 강도가 높음. 유니폼 사업부문에서는 금융권 및 대형유통업체, 항공업체, 여행사 등으로 영역을 확대해 나가고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 4.4% 감소, 영업이익 흑자전환 동사는 신설학교등에 대한 적극적인 디자인 제안, 학교별 적기 공급을 위한 미세납기 관리, 원부자재 개발을 위한 지속적 활동으로 매출 향상을 위해 노력중임. 한가정 한자녀 가구의 증가로 판매집중 시기가 아닌 비수기 판매의 비율이 점차적으로 늘어나고 있는 추세이며, 객단가 역시 점차 증가하는 추세임.",18,"5,512","1,381,841",-41,"1,121.74","3,242.61",N/A,46.03,19.81,9.36,8.90,7.14,-2.02,1.91,4.70, ,1.44,1.99,1.18,0.62,1.00
혜인,A003010,"1960년 혜인상사로 설립되었으며, 취급품목은 건설기계, 육상용 발전기, 선박용 엔진/발전기, 물류장비 및 관련한 부품공급과 정비임. 주요 수요처는 건설회사, 건설기계임대사업자, 선박건조업체 등임. 세계적인 건설기계업체인 Caterpillar 및 Metso, Jungheinrich, Vermeer의 국내 독점 딜러임. 2018년 미래에너지개발을 청산했으며, 2019년 경쟁력 강화를 위해 전기업을 영위하는 혜인산업을 흡수합병함.물류장비의 판매는 늘었으나, 주력인 Caterpillar 엔진의 판매가 크게 줄어들어 2020년 상반기 매출액은 전년동기 대비 21.5% 감소함. 스마트 물류 관련 설비및 시스템 서비스를 확대할 계획임. 환율 상승에 따른 원가율 악화와 고정비용 부담으로 영업이익은 전년동기의 1/3 수준으로 급감함. 영업외에서 외환 관련 손실이 크게 늘어남에 따라 당기순이익은 20.0억원의 적자로 전환됨.",118,"56,533","1,381,841",365,"2,581.43","3,242.61",11.83,28.06,19.81,5.77,9.02,7.14,4.55,2.88,4.70,1.39,1.64,1.99,1.32,0.84,1.00
호전실업,A111110,"동사는 스포츠 의류 및 고기능성 의류의 제조, 판매, 수출업을 주요 사업으로 영위하고 있으며, OEM, ODM 방식으로 의류를 공급함. 대용무역 등 7개 회사를 연결대상종속회사로 보유함. 영원무역, 한세실업, 태평양물산, 국동 등이 주요 경쟁사임. UNDER ARMOUR, MAJESTIC, ATHLETA, FANATICS 등을 주요 거래처로 보유하고 있음. 교복브랜드 'SSEN10'도 운영함.2020년 6월 전년동기 대비 연결기준 매출액은 0.4% 증가, 영업이익 적자전환, 당기순이익 적자전환. 동사는 본사와 자카르타 현지법인에 각각 기술부를 별도로 운영하고 있으며 패턴 작업, 샘플 제작, 자재 발주에 필요한 소요량 계산 등 각 영업부서와 긴밀한 협력관계를 유지하고 있음. 동사의 주요 거래처인 UNDER ARMOUR, ATHLETA, FANATICS 등은 스포츠웨어 시장을 리딩하고 있는 글로벌 브랜드임.",193,"5,512","1,381,841",327,"1,121.74","3,242.61",44.41,46.03,19.81,8.03,8.90,7.14,2.26,1.91,4.70,1.72,1.44,1.99,0.58,0.62,1.00
호텔신라,A008770,"1973년 5월 설립된 동사는 TR부문, 호텔&레저부문으로 2개 사업부문을 영위하고 있음. 신라면세점은 시내 및 공항, 인터넷면세점 등의 영업 채널을 통해 향수, 화장품, 시계, 의류, 가방류 등 다양한 브랜드를 선보이고 있으며 루이비통, 에르메스, 샤넬 등 세계적인 명품 브랜드를 보유. 동남아 국가 중 방한 여행객 성장세가 두드러지는 베트남 여행객을 공략해 면세점과 호텔 시장을 다변화하기 위한 노력을 진행하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 45.6% 감소, 영업이익 적자전환, 당기순이익 적자전환. 인천공항공사와의 면세점 연장 영업 협상에서 매출액 연동 영업료 적용, 탄력적 매장 운영, 중도 영업중단 가능 등 적용받게 되어 2020 하반기 실적개선에 긍정적 전망. 레포츠 시장의 다변화로 피트니스 클럽 시장은 성장이 둔화되는 추세이나 반트, 서초레포츠 센터 등을 운영해온 경험을 통한 차별화된 서비스를 제공하고 있음.","2,959","56,533","1,381,841","4,243","2,581.43","3,242.61",21.40,28.06,19.81,8.97,9.02,7.14,20.16,2.88,4.70,0.39,1.64,1.99,1.04,0.84,1.00
화성산업,A002460,"동사는 1958년 설립되어 건설업을 주사업으로 하며, 1988년 유가증권시장 상장됨 .  동사는 토목, 건축,환경, 플랜트, 주택, 엔지니어링 컨설팅 분야를 포함하는 첨단 기술과 품질로 고객감동의 미래를 개척하는 것을 목표로 함.  품질.환경경영시스템, 활발한 연구 활동을 통한 신기술·신공법 개발, 전국을 대상으로 하는 적극적인 마케팅활동, 신성장사업분야에도 적극 참여하여 차별화된 기업 경쟁력 구축해나감.2020년 6월 전년동기 대비 연결기준 매출액은 72.4% 증가, 영업이익은 263.6% 증가, 당기순이익은 214.4% 증가. 전국적인 관급, 민간공사 시공경험과 영업력을 바탕으로 차별화된 품질관리, 고객만족 경영을 통한 최적의 서비스 창출으로 전년동기대비 매출액 증가. 매출액과 영업이익 상승에 반해 매출원가 등 비용절감과 영업 외 기타 사항의 영향으로 당기순이익 대폭 상승함. 동사는 2020년 기준 시공능력평가 43위를 기록.",296,"53,836","1,381,841",616,"2,924.30","3,242.61",18.90,6.53,19.81,4.47,5.03,7.14,2.06,11.41,4.70,4.29,1.93,1.99,0.71,1.09,1.00
화승알앤에이,A013520,"1978년 설립되었으며 동사의 연결대상 종속회사는 27개사로 자동차부품, 소재, 산업용고무, 종합무역 등으로 나뉨. 자동차부품부문은 자동차용 고무제품을 생산/판매하고 있으며, 주 제품은 Sealing Products 등임. 지배기업은 품질경영 강화를 통해 현대기아차로부터 품질5스타를 획득. 소재부문은 CMB업계 최고의 설비수준과 다양한 배합기술력을 바탕으로 선도기업의 지위를 유지하고 있음.2020년 6월 전년동기 대비 연결기준 매출액은 25.9% 감소, 영업이익 적자전환, 당기순이익 적자전환. 코로나19 사태로 인한 자동차부품 및 소재부문 수요산업의 부진 여파로 매출이 감소하였으며, 비용부담 가중됨에 따라 수익성 또한 크게 악화된 상황. 동사 경쟁력의 핵심요소는 가격경쟁력과 기술경쟁력으로 볼 수 있어 향후 경기회복시 실적 개선 가능할 것으로 기대함.",650,"86,091","1,381,841",357,"2,563.84","3,242.61",5.93,17.61,19.81,5.61,10.04,7.14,9.62,3.36,4.70,1.18,1.81,1.99,0.78,0.85,1.00
화승엔터프라이즈,A241590,"동사는 브랜드 신발의 제조업자 개발생산 방식 (ODM) 생산 사업을 영위하는 화승비나 등을 자회사로 두고 있는 외국기업지배지주회사로서 신발 사업부문을 관리함. 19년 기준 아디다스 내 운동화 제조업체 중 M/S 2위 생산 업체이며 화승의 점유율은 약 18%를 차지하고 있는 것으로 파악됨. 매출구성은 ADIDAS 제품/REEBOK 제품 112.73%, 화학용품/산업용품 外 11.16%, 연결조정 -23.89%로 이루어져 있음.2020년 6월 전년동기 대비 연결기준 매출액은 12% 증가, 영업이익은 12.5% 증가, 당기순이익은 34.4% 감소. 아디다스 그룹으로부터 증가하는 Order를 원활히 생산하기 위해 공장 신축, 라인 확장 등을 통해 CAPA를 증가시켜옴. 공장 내 아디다스/리복 개발센터를 보유하여 빠른 품질 개선 활동을 수행하고 있으며, 첨단 생산 기계의 단계적인 시험 도입으로 자동화 공정을 확대하면서 품질 향상에 노력하고 있음.",854,"722,211","1,381,841","1,031","4,566.62","3,242.61",16.43,23.63,19.81,9.85,8.14,7.14,19.87,4.57,4.70,0.27,1.82,1.99,0.81,1.17,1.00
화승인더스트리,A006060,"지배회사의 연결대상 종속회사는 39개사이며, 주요사업은 신발부문, 화학부문, 금융 및 유통 기타 부문으로 구성됨. 화승인더스트리, 화승크라운, 주식회사 화승섬유 등이 동사 종속회사임.  신발 부문은 매출의98% 이상이 수출이며 아디다스그룹을 주요 고객사로 보유함. Pou Chen, Chingluh, PRB&EVN, Shangway 등이 주요 경쟁사임. 화학부문은 신발용 접착제, 자동차용 코팅제 등을 생산함.2020년 6월 전년동기 대비 연결기준 매출액은 9.8% 증가, 영업이익은 9.2% 증가, 당기순이익은 18.3% 감소. 주문 수주 후 납품까지 걸리는 기간을 90일에서 60일, 일부 제품은 30~45일까지 단축하고 공정 과정 자동화 등을 통해 비용을 낮추는 등 경쟁력을 끌어올린 덕에 성장을 이어가고 있음. 아디다스 협력업체 중 납품속도가 가장 높은 공장으로 평가받아 오더가 지속적으로 늘어나고 있음.","1,136","127,272","1,381,841","1,066","2,568.61","3,242.61",11.17,39.30,19.81,6.96,9.52,7.14,19.66,2.71,4.70,0.38,1.32,1.99,0.87,1.00,1.00
